Using OSU collective binaries from: /users/joglekar/eessi/versions/2025.06/software/linux/x86_64/amd/zen3/software/OSU-Micro-Benchmarks/7.5-rompi-2025a/libexec/osu-micro-benchmarks/mpi/collective

################################################################
# osu_allreduce  N=2 GCDs   devices=0,1   cpu_mask=49,57
################################################################
  [run 1/6] warm-up starting
  [run 2/6] recording

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
# osu_allreduce  N=6 GCDs   devices=0,1,2,3,4,5   cpu_mask=49,57,17,25,1,9
################################################################
  [run 1/6] warm-up starting
  [run 2/6] recording

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      33.17
8                      34.95
16                     35.36
32                     36.79
64                     32.47
128                    32.73
256                    33.25
512                    36.00
1024                   35.03
2048                   36.57
4096                   36.70
8192                   64.82
16384                  69.82
32768                  68.98
65536                  68.56
131072                 82.25
262144                 92.83
524288                111.82
1048576               155.52
  [run 3/6] recording

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      32.76
8                      34.83
16                     35.16
32                     36.88
64                     32.60
128                    32.67
256                    33.41
512                    36.46
1024                   35.49
2048                   36.93
4096                   36.99
8192                   64.81
16384                  69.95
32768                  68.95
65536                  68.44
131072                 82.01
262144                 92.74
524288                111.88
1048576               155.42
  [run 4/6] recording

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      33.86
8                      34.62
16                     35.03
32                     36.66
64                     32.83
128                    33.15
256                    33.69
512                    36.34
1024                   35.12
2048                   36.80
4096                   36.79
8192                   65.40
16384                  70.06
32768                  69.16
65536                  68.34
131072                 81.95
262144                 92.86
524288                111.60
1048576               155.78
  [run 5/6] recording

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      34.12
8                      35.01
16                     35.55
32                     37.10
64                     32.76
128                    32.89
256                    33.62
512                    36.57
1024                   34.99
2048                   36.88
4096                   36.89
8192                   65.34
16384                  70.12
32768                  69.45
65536                  69.00
131072                 81.98
262144                 92.77
524288                111.47
1048576               154.94
  [run 6/6] recording

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      32.98
8                      34.56
16                     35.07
32                     36.90
64                     32.56
128                    32.94
256                    33.40
512                    36.33
1024                   34.84
2048                   36.61
4096                   36.64
8192                   64.87
16384                  69.81
32768                  69.24
65536                  68.91
131072                 82.10
262144                 93.11
524288                112.09
1048576               155.98

################################################################
# osu_allreduce  N=8 GCDs   devices=0,1,2,3,4,5,6,7   cpu_mask=49,57,17,25,1,9,33,41
################################################################
  [run 1/6] warm-up starting
  [run 2/6] recording

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      37.18
8                      38.86
16                     39.17
32                     40.97
64                     44.04
128                    49.87
256                    49.83
512                    52.81
1024                   50.78
2048                   51.49
4096                   52.35
8192                   53.51
16384                  54.82
32768                  54.80
65536                  54.39
131072                 54.89
262144                 88.09
524288                111.73
1048576               123.43
  [run 3/6] recording

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      36.12
8                      38.60
16                     38.98
32                     40.83
64                     43.91
128                    49.55
256                    49.57
512                    52.82
1024                   50.64
2048                   51.18
4096                   52.22
8192                   53.10
16384                  54.47
32768                  53.83
65536                  53.93
131072                 54.86
262144                 87.18
524288                111.56
1048576               123.36
  [run 4/6] recording

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      35.99
8                      38.12
16                     38.65
32                     40.55
64                     43.65
128                    49.39
256                    49.35
512                    52.69
1024                   50.19
2048                   50.96
4096                   51.72
8192                   52.91
16384                  54.22
32768                  53.78
65536                  54.33
131072                 54.52
262144                 87.38
524288                111.38
1048576               123.25
  [run 5/6] recording

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      36.45
8                      38.55
16                     39.06
32                     40.64
64                     43.87
128                    49.62
256                    49.67
512                    52.60
1024                   50.51
2048                   51.37
4096                   52.46
8192                   53.32
16384                  54.58
32768                  54.41
65536                  55.01
131072                 54.72
262144                 87.28
524288                111.56
1048576               123.48
  [run 6/6] recording

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      35.64
8                      38.26
16                     38.70
32                     40.28
64                     43.62
128                    49.28
256                    49.37
512                    52.46
1024                   50.21
2048                   51.23
4096                   52.17
8192                   52.87
16384                  54.05
32768                  53.65
65536                  53.74
131072                 54.71
262144                 86.98
524288                111.19
1048576               122.81
