################# EESSI STACK (HSA_ENABLE_SDMA=0) ##################

# [eessi sdma=0] intra_pkg_OAM0  GCD(0,1) tier=intra_pkg
  [run 1/6] warm-up — 21:14:25
  [run 1/6] warm-up done in 12s
  [run 2/6] recording — 21:14:37
  [run 2/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
# [eessi sdma=0] routed_03  GCD(0,3) tier=routed
  [run 1/6] warm-up — 21:17:38
  [run 1/6] warm-up done in 3s
  [run 2/6] recording — 21:17:41
  [run 2/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.17
2                       0.49
4                       0.49
8                       0.49
16                      0.50
32                      0.49
64                      0.58
128                     0.57
256                     0.65
512                    21.79
1024                   14.61
2048                   14.51
4096                   14.61
8192                   15.01
16384                  15.06
32768                  15.91
65536                  16.72
131072                 18.62
262144                 22.82
524288                 29.89
1048576                44.39
2097152                69.51
4194304               125.15
  [run 3/6] recording — 21:17:44
  [run 3/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.11
2                       0.49
4                       0.49
8                       0.49
16                      0.51
32                      0.48
64                      0.57
128                     0.57
256                     0.63
512                    21.40
1024                   14.64
2048                   14.63
4096                   14.68
8192                   14.94
16384                  15.15
32768                  16.22
65536                  16.88
131072                 18.72
262144                 22.85
524288                 29.98
1048576                44.35
2097152                69.49
4194304               125.14
  [run 4/6] recording — 21:17:47
  [run 4/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.16
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.58
128                     0.58
256                     0.64
512                    21.59
1024                   14.47
2048                   14.45
4096                   14.48
8192                   14.81
16384                  15.04
32768                  15.88
65536                  16.77
131072                 18.56
262144                 22.76
524288                 29.84
1048576                44.30
2097152                69.40
4194304               125.06
  [run 5/6] recording — 21:17:50
  [run 5/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.16
2                       0.51
4                       0.51
8                       0.50
16                      0.50
32                      0.51
64                      0.59
128                     0.59
256                     0.65
512                    21.52
1024                   14.57
2048                   14.59
4096                   14.60
8192                   14.92
16384                  15.11
32768                  16.25
65536                  16.85
131072                 18.69
262144                 22.81
524288                 29.94
1048576                44.39
2097152                69.55
4194304               125.20
  [run 6/6] recording — 21:17:53
  [run 6/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.15
2                       0.50
4                       0.50
8                       0.50
16                      0.49
32                      0.49
64                      0.58
128                     0.58
256                     0.64
512                    21.44
1024                   14.50
2048                   14.46
4096                   14.47
8192                   14.86
16384                  15.06
32768                  15.87
65536                  16.75
131072                 18.63
262144                 22.89
524288                 29.92
1048576                44.34
2097152                69.45
4194304               125.14

# [eessi sdma=0] routed_17  GCD(1,7) tier=routed
  [run 1/6] warm-up — 21:17:56
  [run 1/6] warm-up done in 3s
  [run 2/6] recording — 21:17:59
  [run 2/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.06
2                       0.49
4                       0.48
8                       0.48
16                      0.48
32                      0.48
64                      0.57
128                     0.56
256                     0.63
512                    21.13
1024                   14.23
2048                   13.98
4096                   14.14
8192                   14.42
16384                  14.72
32768                  15.36
65536                  15.82
131072                 16.90
262144                 19.38
524288                 22.61
1048576                31.32
2097152                44.42
4194304                72.42
  [run 3/6] recording — 21:18:02
  [run 3/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.06
2                       0.50
4                       0.50
8                       0.50
16                      0.50
32                      0.50
64                      0.58
128                     0.61
256                     0.64
512                    20.70
1024                   13.87
2048                   13.80
4096                   14.02
8192                   14.19
16384                  14.63
32768                  14.99
65536                  15.46
131072                 16.53
262144                 19.31
524288                 22.36
1048576                31.14
2097152                44.22
4194304                72.19
  [run 4/6] recording — 21:18:05
  [run 4/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.14
2                       0.49
4                       0.49
8                       0.50
16                      0.59
32                      0.55
64                      0.67
128                     0.64
256                     0.72
512                    20.66
1024                   13.88
2048                   13.79
4096                   13.83
8192                   14.63
16384                  14.44
32768                  15.17
65536                  15.71
131072                 16.76
262144                 19.38
524288                 22.73
1048576                31.18
2097152                44.42
4194304                72.26
  [run 5/6] recording — 21:18:08
  [run 5/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.18
2                       0.50
4                       0.50
8                       0.50
16                      0.50
32                      0.50
64                      0.58
128                     0.59
256                     0.65
512                    20.65
1024                   13.88
2048                   13.78
4096                   13.80
8192                   14.29
16384                  14.45
32768                  15.00
65536                  15.48
131072                 16.57
262144                 19.12
524288                 22.41
1048576                31.14
2097152                44.34
4194304                72.22
  [run 6/6] recording — 21:18:12
  [run 6/6] done in 4s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.15
2                       0.57
4                       0.56
8                       0.56
16                      0.56
32                      0.56
64                      0.68
128                     0.60
256                     0.64
512                    20.70
1024                   13.82
2048                   14.09
4096                   13.90
8192                   14.51
16384                  14.38
32768                  15.02
65536                  15.46
131072                 16.72
262144                 19.07
524288                 22.57
1048576                31.21
2097152                44.59
4194304                72.19
ALL BENCHMARKS COMPLETE  CSV=results/osu_latency_eessi_18634671.csv
