################# NATIVE STACK #################
--- NATIVE / HSA_ENABLE_SDMA=0 ---

################################################################
# [native sdma=0] intra_pkg_OAM0  GCD(0,1) tier=intra_pkg links=4
################################################################
  [run 1/6] warm-up — 20:20:12
  [run 1/6] warm-up done in 10s
  [run 2/6] recording — 20:20:22
  [run 2/6] done in 7s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.73
2                       5.92
4                      11.86
8                      27.09
16                     47.83
32                     92.16
64                    168.92
128                   407.42
256                   436.37
512                   794.95
1024                  595.77
2048                 1195.39
4096                 2394.45
8192                  972.73
16384                1962.86
32768                3814.64
65536                7344.59
131072              13757.50
262144              23478.21
524288              37493.50
1048576             51462.02
2097152             62254.76
4194304             68570.51
8388608             71551.66
16777216            72326.87
33554432            72686.82
67108864            72880.91
  [run 4/6] recording — 20:44:38
  [run 4/6] done in 14s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.76
2                       5.80
4                      11.83
8                      23.72
16                     47.56
32                     95.95
64                    181.17
128                   375.93
256                   436.67
512                   771.89
1024                  576.59
2048                 1133.16
4096                 2307.67
8192                  975.30
16384                1962.01
32768                3845.76
65536                7405.68
131072              13709.55
262144              23538.34
524288              37487.99
1048576             51540.05
2097152             62354.48
4194304             68360.81
8388608             71491.28
16777216            72284.78
33554432            72634.88
67108864            72852.38
  [run 5/6] recording — 20:44:52
  [run 5/6] done in 13s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.59
2                       5.61
4                      11.48
8                      22.54
16                     45.51
32                     93.87
64                    182.52
128                   346.11
256                   436.57
512                   772.33
1024                  587.69
2048                 1176.51
4096                 2350.17
8192                  972.33
16384                1957.90
32768                3814.55
65536                7334.62
131072              13736.62
262144              23459.60
524288              37478.91
1048576             51491.93
2097152             62327.47
4194304             68321.96
8388608             71436.99
16777216            72244.22
33554432            72656.89
67108864            72864.05
  [run 6/6] recording — 20:45:05
srun: Job step aborted: Waiting up to 32 seconds for job step to finish.
slurmstepd: error: *** STEP 18633084.101 ON nid007955 CANCELLED AT 2026-05-14T20:45:14 ***
