stack,sdma_enabled,benchmark,num_gcds,run,size_bytes,latency_us
eessi,0,osu_allreduce,8,4,16,4.61
eessi,0,osu_allreduce,8,4,32,4.63
eessi,0,osu_allreduce,8,4,64,4.69
eessi,0,osu_allreduce,8,4,128,4.77
eessi,0,osu_allreduce,8,4,256,4.76
eessi,0,osu_allreduce,8,4,512,95.29
eessi,0,osu_allreduce,8,4,1024,87.17
eessi,0,osu_allreduce,8,4,2048,86.65
eessi,0,osu_allreduce,8,4,4096,171.67
eessi,0,osu_allreduce,8,4,8192,169.95
eessi,0,osu_allreduce,8,4,16384,165.37
eessi,0,osu_allreduce,8,4,32768,165.28
eessi,0,osu_allreduce,8,4,65536,165.76
eessi,0,osu_allreduce,8,4,131072,168.10
eessi,0,osu_allreduce,8,4,262144,172.05
eessi,0,osu_allreduce,8,4,524288,182.32
eessi,0,osu_allreduce,8,4,1048576,198.81
eessi,0,osu_allreduce,8,5,4,4.70
eessi,0,osu_allreduce,8,5,8,4.61
eessi,0,osu_allreduce,8,5,16,4.51
eessi,0,osu_allreduce,8,5,32,4.48
eessi,0,osu_allreduce,8,5,64,4.52
eessi,0,osu_allreduce,8,5,128,4.56
eessi,0,osu_allreduce,8,5,256,4.66
eessi,0,osu_allreduce,8,5,512,95.43
eessi,0,osu_allreduce,8,5,1024,86.91
eessi,0,osu_allreduce,8,5,2048,86.12
eessi,0,osu_allreduce,8,5,4096,168.26
eessi,0,osu_allreduce,8,5,8192,167.74
eessi,0,osu_allreduce,8,5,16384,164.44
eessi,0,osu_allreduce,8,5,32768,163.94
eessi,0,osu_allreduce,8,5,65536,164.57
eessi,0,osu_allreduce,8,5,131072,166.68
eessi,0,osu_allreduce,8,5,262144,171.30
eessi,0,osu_allreduce,8,5,524288,181.43
eessi,0,osu_allreduce,8,5,1048576,198.00
eessi,0,osu_allreduce,8,6,4,4.72
eessi,0,osu_allreduce,8,6,8,4.60
eessi,0,osu_allreduce,8,6,16,4.49
eessi,0,osu_allreduce,8,6,32,4.53
eessi,0,osu_allreduce,8,6,64,4.56
eessi,0,osu_allreduce,8,6,128,4.61
eessi,0,osu_allreduce,8,6,256,4.68
eessi,0,osu_allreduce,8,6,512,95.45
eessi,0,osu_allreduce,8,6,1024,86.46
eessi,0,osu_allreduce,8,6,2048,85.47
eessi,0,osu_allreduce,8,6,4096,165.94
eessi,0,osu_allreduce,8,6,8192,162.98
eessi,0,osu_allreduce,8,6,16384,160.62
eessi,0,osu_allreduce,8,6,32768,160.79
eessi,0,osu_allreduce,8,6,65536,161.50
eessi,0,osu_allreduce,8,6,131072,163.35
eessi,0,osu_allreduce,8,6,262144,167.81
eessi,0,osu_allreduce,8,6,524288,177.99
eessi,0,osu_allreduce,8,6,1048576,194.08
eessi,0,osu_alltoall,2,2,1,1.59
eessi,0,osu_alltoall,2,2,2,1.56
eessi,0,osu_alltoall,2,2,4,1.51
eessi,0,osu_alltoall,2,2,8,1.51
eessi,0,osu_alltoall,2,2,16,1.71
eessi,0,osu_alltoall,2,2,32,1.51
eessi,0,osu_alltoall,2,2,64,1.51
eessi,0,osu_alltoall,2,2,128,1.53
