################# NATIVE STACK (HSA_ENABLE_SDMA=0) #################

# [native sdma=0] intra_pkg_OAM0  GCD(0,1) tier=intra_pkg
  [run 1/6] warm-up — 21:17:08
  [run 1/6] warm-up done in 3s
  [run 2/6] recording — 21:17:11
  [run 2/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
  [run 1/6] warm-up — 21:18:09
  [run 1/6] warm-up done in 2s
  [run 2/6] recording — 21:18:11
  [run 2/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.50
2                       0.49
4                       0.48
8                       0.54
16                      0.51
32                      0.57
64                      0.66
128                     0.71
256                     1.13
512                     1.27
1024                    2.63
2048                    2.63
4096                    2.60
8192                   16.16
16384                  16.40
32768                  17.15
65536                  18.08
131072                 20.01
262144                 24.06
524288                 31.08
1048576                45.73
2097152                71.06
4194304               126.56
  [run 3/6] recording — 21:18:12
  [run 3/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.56
4                       0.54
8                       0.54
16                      0.54
32                      0.59
64                      0.65
128                     0.69
256                     1.08
512                     1.22
1024                    2.61
2048                    2.63
4096                    2.65
8192                   16.22
16384                  16.41
32768                  17.21
65536                  18.12
131072                 20.01
262144                 24.08
524288                 31.15
1048576                45.73
2097152                71.07
4194304               126.57
  [run 4/6] recording — 21:18:13
  [run 4/6] done in 0s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.56
4                       0.54
8                       0.56
16                      0.52
32                      0.58
64                      0.66
128                     0.68
256                     1.15
512                     1.26
1024                    2.59
2048                    2.59
4096                    2.55
8192                   16.14
16384                  16.31
32768                  17.17
65536                  18.07
131072                 19.89
262144                 23.94
524288                 31.04
1048576                45.69
2097152                71.14
4194304               126.57
  [run 5/6] recording — 21:18:13
  [run 5/6] done in 2s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.50
2                       0.49
4                       0.50
8                       0.51
16                      0.53
32                      0.60
64                      0.64
128                     0.71
256                     1.13
512                     1.26
1024                    2.54
2048                    2.57
4096                    2.59
8192                   16.22
16384                  16.38
32768                  17.21
65536                  18.13
131072                 19.97
262144                 24.09
524288                 30.99
1048576                45.71
2097152                71.17
4194304               126.57
  [run 6/6] recording — 21:18:15
  [run 6/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.48
2                       0.48
4                       0.53
8                       0.50
16                      0.50
32                      0.60
64                      0.65
128                     0.70
256                     1.14
512                     1.24
1024                    2.60
2048                    2.61
4096                    2.61
8192                   16.37
16384                  16.60
32768                  17.32
65536                  18.25
131072                 20.16
262144                 24.22
524288                 31.17
1048576                45.86
2097152                71.23
4194304               126.66

# [native sdma=0] routed_17  GCD(1,7) tier=routed
  [run 1/6] warm-up — 21:18:16
  [run 1/6] warm-up done in 1s
  [run 2/6] recording — 21:18:17
  [run 2/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.50
2                       0.49
4                       0.50
8                       0.53
16                      0.53
32                      0.62
64                      0.71
128                     0.72
256                     1.10
512                     1.22
1024                    2.62
2048                    2.58
4096                    2.62
8192                   15.66
16384                  15.83
32768                  16.33
65536                  16.77
131072                 17.89
262144                 20.47
524288                 23.76
1048576                32.26
2097152                45.91
4194304                73.87
  [run 3/6] recording — 21:18:18
srun: Step created for StepId=18634688.68
  [run 3/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.50
4                       0.49
8                       0.53
16                      0.51
32                      0.56
64                      0.63
128                     0.68
256                     1.14
512                     1.27
1024                    2.62
2048                    2.63
4096                    2.68
8192                   15.92
16384                  16.18
32768                  16.77
65536                  17.38
131072                 18.39
262144                 20.47
524288                 23.74
1048576                32.26
2097152                45.93
4194304                74.09
  [run 4/6] recording — 21:18:19
  [run 4/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.48
2                       0.47
4                       0.48
8                       0.53
16                      0.55
32                      0.61
64                      0.61
128                     0.64
256                     1.14
512                     1.23
1024                    2.53
2048                    2.54
4096                    2.54
8192                   15.74
16384                  16.35
32768                  16.48
65536                  17.43
131072                 18.01
262144                 20.90
524288                 23.86
1048576                32.39
2097152                46.12
4194304                73.93
  [run 5/6] recording — 21:18:20
  [run 5/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.50
2                       0.52
4                       0.55
8                       0.52
16                      0.55
32                      0.58
64                      0.67
128                     0.66
256                     1.12
512                     1.25
1024                    2.64
2048                    2.67
4096                    2.69
8192                   16.05
16384                  15.73
32768                  16.55
65536                  17.04
131072                 18.09
262144                 20.63
524288                 23.76
1048576                32.28
2097152                46.01
4194304                73.96
  [run 6/6] recording — 21:18:21
  [run 6/6] done in 0s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.52
4                       0.51
8                       0.51
16                      0.52
32                      0.59
64                      0.64
128                     0.69
256                     1.14
512                     1.30
1024                    2.61
2048                    2.65
4096                    2.65
8192                   15.62
16384                  15.76
32768                  16.35
65536                  16.83
131072                 17.86
262144                 20.44
524288                 23.76
1048576                32.37
2097152                46.00
4194304                73.87
ALL BENCHMARKS COMPLETE  CSV=results/osu_latency_native_18634688.csv
