stack,sdma_enabled,pair_label,node_a,node_b,gcd_a,gcd_b,hop_class,nic_class,run,size_bytes,latency_us
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,2,2048,3.74
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,2,4096,3.69
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,2,8192,7.12
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,2,16384,7.58
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,2,32768,8.38
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,2,65536,9.73
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,2,131072,12.40
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,2,262144,17.77
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,2,524288,28.59
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,2,1048576,50.23
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,2,2097152,93.30
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,2,4194304,179.67
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,3,1,19.89
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,3,2,19.89
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,3,4,19.90
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,3,8,19.91
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,3,16,19.91
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,3,32,19.89
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,3,64,19.89
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,3,128,20.40
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,3,256,3.34
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,3,512,3.51
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,3,1024,3.61
