
################################################################
# intra_pkg_OAM0   GCD(0,1)   tier=intra_pkg   num_links=4
# Hypothesis: intra-package, 4 links, ~100 GB/s uni
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       4.67
2                       9.15
4                      18.32
8                      36.80
16                     73.25
32                    141.68
64                    277.02
128                   530.38
256                   526.42
512                   945.82
1024                  896.95
2048                 1777.76
4096                 3491.76
8192                 2851.50
16384                5434.57
32768               10144.52
65536               17746.37
131072              28611.08
262144              40704.48
524288              51502.01
1048576             59108.49
2097152             63515.22
4194304             65261.40
  [run 3] recording

# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       4.54
2                       9.03
4                      18.03
8                      36.28
16                     72.37
32                    138.84
64                    272.03
128                   527.91
256                   519.17
512                   874.43
1024                  890.58
2048                 1766.60
4096                 3484.19
8192                 2870.27
16384                5453.73
32768               10167.68
65536               17724.88
131072              28586.59
262144              40793.46
524288              51491.31
1048576             59115.73
2097152             63553.16
4194304             65258.83
  [run 4] recording

# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       4.64
2                       9.21
4                      18.30
8                      36.77
16                     73.47
32                    141.86
64                    277.14
128                   534.38
256                   530.60
512                   945.62
1024                  889.89
2048                 1779.23
4096                 3504.33
8192                 2853.35
16384                5434.38
32768               10132.44
65536               17742.23
131072              28581.73
262144              40659.78
524288              51575.66
1048576             59150.18
2097152             63520.86
4194304             65265.75
  [run 5] recording

# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       4.63
2                       9.37
4                      18.89
8                      37.96
16                     76.02
32                    146.14
64                    285.52
128                   547.20
256                   542.67
512                   972.34
1024                  902.01
2048                 1788.55
4096                 3518.94
8192                 2853.69
16384                5435.81
32768               10109.17
65536               17602.63
131072              28298.26
262144              40241.49
524288              50771.10
1048576             58818.40
2097152             63434.84
4194304             65218.96
  [run 6] recording

# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       4.79
2                       9.47
4                      17.94
8                      37.76
16                     75.53
32                    145.80
64                    284.38
128                   550.01
256                   537.00
512                   966.61
1024                  896.10
2048                 1780.51
4096                 3483.35
8192                 2906.81
16384                5502.58
32768               10289.57
65536               17984.18
131072              28651.71
262144              40935.74
524288              51174.21
1048576             58857.08
2097152             63527.64
4194304             65274.68

################################################################
# inter_pkg_1link_13   GCD(1,3)   tier=inter_pkg_1link   num_links=1
# Hypothesis: inter-package, 1 link, ~35 GB/s uni
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       4.76
2                       9.49
4                      18.85
8                      37.76
16                     75.53
32                    145.85
64                    284.08
128                   545.94
256                   543.19
512                   978.45
1024                  902.24
2048                 1784.77
4096                 3523.51
8192                 2948.55
16384                5577.60
32768               10395.20
65536               18132.42
131072              28795.88
262144              41142.50
524288              51508.25
1048576             59079.85
2097152             63554.43
4194304             65273.50
  [run 3] recording

# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       4.47
2                       8.92
4                      17.92
8                      34.43
16                     72.12
32                    139.22
64                    270.29
128                   531.26
256                   529.08
512                   942.65
1024                  895.08
2048                 1770.03
4096                 3495.32
8192                 2932.92
16384                5546.26
32768               10376.16
65536               18058.03
131072              28811.46
262144              40015.31
524288              51353.92
1048576             59131.15
2097152             63541.05
4194304             65290.79
  [run 4] recording

# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       4.58
2                       9.12
4                      18.20
8                      36.69
16                     72.84
32                    141.13
64                    276.80
128                   531.58
256                   507.28
512                   902.39
1024                  894.67
2048                 1778.76
4096                 3495.45
8192                 2870.38
16384                5410.36
32768               10160.03
65536               17720.50
131072              28470.92
262144              40538.37
524288              51533.90
1048576             59093.34
2097152             63517.96
4194304             65274.46
  [run 5] recording

# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       4.80
2                       9.44
4                      18.91
8                      37.80
16                     75.69
32                    147.02
64                    283.41
128                   549.81
256                   544.80
512                   970.08
1024                  902.50
2048                 1800.21
4096                 3546.97
8192                 2918.12
16384                5509.76
32768               10322.58
65536               17971.19
131072              28666.52
262144              40861.88
524288              51345.39
1048576             58860.84
2097152             63449.08
4194304             65259.59
  [run 6] recording

